ID,Time,Distance
105431,18109,1246,2
1631849,17491,1517,2
365191,14994,1304,2
1544072,19029,1208,2
992928,16709,1171,2
1724525,21022,1484,2
785278,20040,1114,2
953336,19465,1164,2
869478,20237,1445,2
980947,18035,1712,2
1288670,7836,645,2
754119,20874,1498,2
1269504,18502,1468,2
106773,15645,1023,2
618651,20866,1496,2
966656,17710,1197,2
162850,18102,1245,2
1117699,16478,1848,2
815693,15496,1255,2
1765057,16311,1427,2
802388,20562,1530,2
766104,20891,1223,2
785288,18102,1245,2
1749818,18709,1248,2
673451,16044,1611,2
564293,16598,969,2
474236,17779,2034,2
2048712,16756,1483,2
1373881,17442,959,2
407458,18572,1467,2
1952269,20750,1076,2
1171139,16781,1664,2
2035400,15979,1227,2
1221593,18155,1430,2
1741074,19145,1374,2
1952264,18496,1138,2
349875,8982,920,2
1599181,19003,1746,2
1558676,20232,1465,2
1196426,20780,1653,2
1318949,15395,880,2
148588,19550,1251,2
1298017,15179,1807,2
1544045,17660,994,2
1361892,17652,900,2
1418363,19822,1692,2
1880065,19377,1953,2
589598,16273,1912,2
883776,14948,1384,2
1705401,19877,1342,2
692554,19223,1765,2
989326,20656,1632,2
116009,17274,1340,2
464866,19992,1120,2
40624,16286,1205,2
1089957,17067,1423,2
1858909,9800,1201,2
2065384,19660,1841,2
1180872,19523,1487,2
838237,19463,1103,2
1731704,19501,1780,2
747001,19435,1578,2
1821603,18458,1803,2
1485127,20536,1292,2
876503,19886,1597,2
2000882,15468,1357,2
775927,20258,1816,2
679590,6774,749,2
1759251,19465,1484,2
1219287,18405,2245,2
735026,18890,1183,2
890800,18018,941,2
105331,16953,1459,2
589678,12663,1170,2
348630,15469,1357,2
1475791,19610,1669,2
1485118,15601,1753,2
1772261,19855,1223,2
2036809,19178,1414,2
692535,14725,1131,2
1909483,17791,1253,2
93171,19041,1502,2
2024863,19715,1361,2
2000894,19212,1134,2
1009817,20415,1837,2
1487775,10350,975,2
1659314,18643,1291,2
1609012,18011,1711,2
386827,19628,1928,2
526065,7016,740,2
1406344,14720,1023,2
1025037,18822,1735,2
1448185,16823,1509,2
2065364,20267,2004,2
590658,17648,1593,2
539386,18265,1509,2
692529,20140,1088,2
539385,19542,1322,2
553665,17548,1149,2
980953,19406,1623,2
1571710,17570,1711,2
678246,22018,1307,2
104006,18094,1148,2
235977,19689,1590,2
1759237,17518,1450,2
1691480,21305,2196,2
1887458,17656,1522,2
1971401,17798,1530,2
1497281,19690,1557,2
1862124,15008,1203,2
1646028,21973,2154,2
1322279,15178,1807,2
244005,17763,1487,2
1820326,18882,1092,2
2000836,17582,1346,2
1397795,19866,2188,2
1662990,19699,1405,2
1520148,20948,1212,2
1590893,20904,1074,2
965396,17327,1165,2
636407,10088,618,2
551078,18670,1423,2
359236,17608,1243,2
678292,15601,1753,2
1343934,21407,1477,2
492054,15290,1126,2
1383154,20712,1063,2
259974,18093,1148,2
1001032,20942,1192,2
1990563,20597,1549,2
565653,16622,1429,2
1461139,17815,1586,2
1933119,18753,1640,2
464830,18148,1881,2
1283826,19679,1169,2
809736,18137,1081,2
766183,20887,1783,2
360228,19661,1672,2
1475763,16692,941,2
2065333,19543,1322,2
1310270,20630,1261,2
1334236,18885,2275,2
1448132,15809,1544,2
876501,22247,1682,2
52671,18408,1586,2
797308,11955,923,2
467088,17328,1165,2
712357,17382,1639,2
1002385,19652,1281,2
1634050,17624,1077,2
62001,19024,1087,2
234695,23311,1476,2
1433906,19467,766,2
299151,19787,1594,2
852542,17761,1829,2
1298097,15708,1283,2
1846909,18869,1310,2
1088678,19808,1267,2
1960723,15007,1152,2
118688,18025,1310,2
1270542,19416,1510,2
1475742,15738,1451,2
1397780,19789,1877,2
1587254,15923,1505,2
1666471,17816,1390,2
94406,15179,1807,2
923554,20068,1484,2
372243,12972,791,2
834723,16051,814,2
594168,14973,623,2
1147405,22376,1933,2
781799,17333,1257,2
180661,16563,1401,2
2039032,22466,1193,2
1068186,19011,1302,2
372230,19894,1352,2
1463759,18725,2026,2
644885,11082,1438,2
443085,18436,1338,2
481352,6168,389,2
1311571,22376,1933,2
630239,15453,1224,2
2085735,19334,1393,2
875263,16763,1231,2
1425469,18358,1687,2
681821,17998,1196,2
1606831,19226,1325,2
2039001,17355,1369,2
1613963,15961,1276,2
1122128,19041,1502,2
1701901,19923,1499,2
181968,19553,2039,2
1807365,19662,1466,2
1190250,18059,1170,2
1322210,15095,1611,2
1831051,18709,1656,2
69478,8955,1076,2
923585,15165,1076,2
845407,20348,2147,2
922250,16311,1427,2
630256,16938,1124,2
1189267,20747,1838,2
1982133,15579,1278,2
612457,22247,1682,2
1958457,8955,1076,2
1509708,18191,1019,2
101816,19297,1066,2
272963,21537,1523,2
668846,15450,1253,2
810735,16376,1134,2
1689151,21031,1320,2
863249,17370,1128,2
1153287,20292,1698,2
2096416,8955,1076,2
1845624,20324,1160,2
819126,19578,1486,2
256075,18690,1389,2
629280,15165,1076,2
1984722,16863,1376,2
1970153,21751,1403,2
711089,18643,1291,2
13052,18305,1766,2
2096426,18011,1711,2
750693,20983,1513,2
1625978,17389,1326,2
316194,18047,1237,2
1339043,17508,1371,2
972519,20224,1374,2
1038396,19150,1420,2
1759291,20967,1840,2
1010841,19407,1605,2
1191555,20496,1557,2
1450402,18984,1544,2
1844303,19886,1597,2
822775,16103,1167,2
1662926,20709,1313,2
2017666,19092,1279,2
2030666,18847,1369,2
130373,18230,1522,2
851281,20223,1374,2
1846978,17182,1173,2
833413,6015,471,2
2028347,20219,1514,2
1013087,18823,898,2
613750,15453,1224,2
1916658,15541,707,2
2004373,19452,2087,2
143684,20716,1314,2
2067907,15775,1434,2
1225156,18811,1400,2
427814,20297,1147,2
1088607,11427,1482,2
1413464,18537,1241,2
1718771,19114,1493,2
1010817,19561,1540,2
270344,20333,1524,2
25016,20220,1864,2
203569,8104,506,2
1678482,16395,1390,2
167642,20874,1498,2
1089925,18643,1291,2
876572,19525,1705,2
1590818,20751,1076,2
1281274,22607,1401,2
1942911,16865,1286,2
1622007,17624,1077,2
431086,19639,1493,2
495930,18643,1291,2
755534,19482,1323,2
21665,18592,2107,2
2030726,19113,1497,2
1323604,20750,1076,2
1814645,16311,1427,2
100461,20297,1147,2
1058644,16984,1350,2
744879,19294,1468,2
202253,19606,1666,2
342549,18888,1481,2
1146036,18869,1310,2
962998,22246,1682,2
1503440,18179,943,2
1696282,17368,1524,2
607854,19729,1374,2
1032029,16273,1912,2
1198950,18643,1291,2
868222,17673,1855,2
755524,18484,1772,2
215558,19041,1502,2
20345,17025,1354,2
755541,18643,1291,2
1110065,19465,1135,2
1426952,19908,1470,2
265815,17491,1517,2
1767796,20314,1427,2
1451935,17528,1343,2
1312945,18418,1484,2
731580,7576,774,2
1340196,17310,1325,2
845597,17483,1348,2
973634,8264,788,2
1287441,16667,945,2
1480467,19877,1342,2
71940,19568,1339,2
1084959,19353,1393,2
1802636,15645,1023,2
353226,15318,1191,2
1388104,19463,1191,2
1033337,7424,587,2
1174961,19362,1644,2
672011,20313,1985,2
1604129,18385,1338,2
1237157,21088,2082,2
1287457,20278,1232,2
1364161,18466,1360,2
1594269,17720,1015,2
1324908,18313,1493,2
583339,18538,1526,2
906856,16393,721,2
584668,19708,1383,2
431280,14662,1425,2
1389449,19378,1730,2
2073899,19542,1322,2
2095284,15546,1068,2
1388162,18637,1747,2
1258904,15598,972,2
744841,21751,1403,2
802410,11271,727,2
1843161,20959,1673,2
717220,16233,1174,2
1730482,18730,1078,2
1539433,15007,1152,2
1022662,20400,1478,2
95924,17044,1377,2
365242,20009,1413,2
1007008,20033,1175,2
392869,18318,1946,2
2005732,16161,1286,2
252556,21144,1124,2
98191,17546,1541,2
1361914,20292,1698,2
659085,16726,1545,2
1867121,20725,1385,2
1186904,18693,1468,2
1713926,16824,1509,2
1316493,6396,827,2
1059914,19981,1785,2
469815,15436,1430,2
485069,18644,1291,2
193861,17585,1023,2
226280,21592,1591,2
1010658,18835,1076,2
1210985,19394,1416,2
904228,17545,1541,2
1515466,20757,1628,2
1755750,21406,1785,2
1594224,19488,1394,2
929523,19709,1237,2
1118800,14423,1374,2
82626,17116,1516,2
1071690,19041,1502,2
1174929,21467,1079,2
1596880,16420,1398,2
1527441,18138,1081,2
1666428,18795,929,2
365259,6656,684,2
1430197,21638,909,2
973673,18108,1221,2
252538,18211,1457,2
1812068,19939,1734,2
148486,18220,1351,2
1116214,21106,1786,2
929532,18728,947,2
1838691,20381,1180,2
984398,15496,1255,2
1076477,18211,1606,2
590484,21354,1861,2
277883,18795,929,2
930531,20876,1711,2
1360635,10034,1142,2
1089795,18931,1425,2
421858,6168,389,2
548950,21262,1686,2
1779722,17097,1124,2
691191,19954,1250,2
651950,21408,1683,2
1330769,20508,1564,2
365286,19962,1733,2
548934,19112,1394,2
485035,20923,1271,2
186760,22391,1269,2
2022258,12995,1114,2
445819,15347,1377,2
588165,19066,1265,2
197411,20486,1527,2
552191,20891,1400,2
1966755,17681,1204,2
1184365,19746,1363,2
1245603,17055,1520,2
174785,16062,1156,2
1401601,20367,1129,2
1088488,18272,1484,2
1045382,19272,1661,2
1861006,6712,452,2
1270619,17581,1346,2
785378,6015,471,2
2060504,19372,1659,2
50181,17924,1245,2
1814691,19333,1393,2
1359667,19892,1694,2
523641,18258,1333,2
509358,18578,1873,2
972383,18772,1378,2
1143856,18367,1451,2
1295908,16482,1126,2
1735326,21069,2138,2
1800062,19834,879,2
161417,19859,1651,2
565489,15497,1544,2
1330734,18214,1152,2
161411,16945,1898,2
310080,20507,1564,2
533015,17734,990,2
1684262,17338,1234,2
221400,19220,1448,2
174727,19551,1594,2
686620,8105,506,2
992800,19470,1484,2
1696241,19884,1426,2
450370,15178,1807,2
779535,18537,1526,2
564169,15719,1151,2
1185688,18036,1718,2
186726,16302,1287,2
1104264,17433,1529,2
1185685,16880,1134,2
893229,21975,1238,2
766218,19111,1496,2
1058673,20697,1755,2
1032058,17234,1030,2
546321,18587,1447,2
1499757,21148,1211,2
916271,19672,1546,2
161437,8051,570,2
510394,19571,1461,2
1046688,21148,1211,2
1953479,17567,1357,2
2022246,19222,1694,2
1725950,17357,1232,2
1533281,19333,1393,2
928260,19406,1623,2
1033375,7979,673,2
1417146,20083,1353,2
1765165,15837,1589,2
881249,20204,1795,2
1257635,19034,1349,2
941235,17286,1672,2
1879195,18435,1338,2
979804,21787,2050,2
1778452,19458,2088,2
207136,15999,1379,2
57612,20874,1194,2
473009,18643,1291,2
118601,17964,1672,2
1584822,19065,1589,2
941228,19765,1414,2
635075,19707,1383,2
2034208,17682,1139,2
2061906,18197,1742,2
105229,19583,1985,2
1661506,18949,1669,2
81292,18407,1586,2
1130496,19464,1164,2
306905,17384,1441,2
1093081,20508,1241,2
1850297,15358,1831,2
638913,17924,1245,2
1547937,18960,1537,2
1038231,8875,927,2
27774,17312,1223,2
1498466,21193,1734,2
38417,19261,2009,2
347424,17151,1226,2
1647214,18094,1386,2
1746052,17738,1770,2
541576,19877,1342,2
762721,18211,1457,2
577571,17501,1307,2
1142491,18102,1245,2
1075202,18045,1382,2
1908029,16926,1571,2
553559,21504,1586,2
953237,21022,1484,2
1231046,18736,1801,2
1063223,21752,1403,2
588235,16478,1170,2
1406469,19519,1855,2
1282682,19463,1103,2
1523968,19280,1946,2
40715,15439,1095,2
400052,19421,1962,2
1116140,17849,1309,2
1333052,18313,1493,2
737782,20905,1271,2
168811,6993,346,2
450348,15497,1544,2
1243032,10296,650,2
711179,18755,1485,2
1572923,18587,1434,2
1647231,19878,1459,2
1923686,19378,1731,2
700462,9442,809,2
358018,15461,1670,2
1016895,16599,969,2
605197,22107,2051,2
1888873,17249,1562,2
15746,19876,1342,2
1972602,20983,1513,2
617164,20137,2109,2
1648556,17517,1450,2
75415,18259,1333,2
312794,20189,1320,2
76731,21343,2298,2
1238507,19378,1729,2
750724,20540,1522,2
348714,20936,1607,2
1862230,15090,1163,2
1088533,18593,1809,2
1849278,15008,1278,2
864634,18256,1526,2
2039166,17794,1296,2
1486520,17960,1328,2
1547966,16114,1437,2
577530,17971,1556,2
1874212,17269,1155,2
2009302,20854,1414,2
953272,16586,1215,2
877947,17540,1601,2
233486,21379,1718,2
1587140,15089,1163,2
216900,17915,1308,2
591820,17987,1537,2
425378,21849,1473,2
1226515,18986,1138,2
1076581,21751,1403,2
481495,16806,1282,2
1661533,19406,1605,2
119892,19877,1342,2
1002250,19525,1705,2
173360,18457,1803,2
712463,19665,1508,2
438619,17395,1496,2
1264820,15928,1494,2
1729573,20218,1439,2
613690,18586,1434,2
2066762,19689,1590,2
57581,19324,1652,2
1588419,19361,1582,2
1279087,19868,1613,2
1310370,8917,664,2
1225213,18526,1209,2
2028483,20306,1479,2
1957019,16234,1174,2
504575,20459,2229,2
383012,14725,1131,2
2052127,20324,1160,2
180539,20507,1564,2
1666359,19907,1255,2
1997950,20069,1484,2
300760,17026,1359,2
1215897,19262,2009,2
643417,18560,1512,2
1149949,6774,749,2
38492,18367,1595,2
732943,20825,1780,2
1323679,20698,1755,2
1767836,21036,1774,2
1111313,18511,1709,2
1509608,18033,1557,2
1960662,19086,1588,2
1010763,19041,1502,2
1613839,17519,1243,2
858816,18758,1481,2
311417,18555,1642,2
1933032,21498,1775,2
1190140,17985,1236,2
412000,20312,2139,2
492127,18897,1707,2
1111309,20497,1201,2
1324998,19378,1729,2
1322337,11253,1009,2
1008448,22485,1283,2
1855131,20608,1416,2
1576452,4976,651,2
704004,21221,1649,2
611007,15145,1693,2
166250,22391,1269,2
1436267,22074,1531,2
38489,19662,1466,2
414676,19083,1800,2
810843,16322,1303,2
1606701,17448,1448,2
947419,11932,816,2
1010732,15454,1224,2
1995311,18654,1473,2
1730554,16951,1147,2
810862,16946,1898,2
947415,21407,1477,2
1022722,20555,1520,2
1679652,21186,1262,2
643447,20821,1673,2
874070,17198,1719,2
774775,17695,1540,2
528530,19293,1468,2
1093055,19362,1582,2
439907,20561,1702,2
1613860,19113,1497,2
1509635,18407,1586,2
1916515,18931,1425,2
1523933,15781,1369,2
612324,15645,1023,2
596672,6935,747,2
383055,19466,1484,2
1281365,19327,1671,2
1279049,18772,1378,2
1985939,20165,1253,2
1916502,19466,1484,2
25154,18466,1360,2
1192765,17347,1193,2
1882702,19709,1237,2
1898284,17433,1367,2
1552433,17115,1516,2
2015125,20608,1416,2
2054738,17791,1253,2
864696,19867,2188,2
527263,15602,1753,2
1400270,18360,1362,2
642151,15738,1451,2
990296,8734,1053,2
113712,19232,1501,2
1239885,18155,1178,2
1109022,19037,1412,2
946134,17699,1522,2
1690009,6711,452,2
401350,6773,749,2
1491001,19331,1463,2
168863,18505,1477,2
1081096,20708,1313,2
328274,19345,1718,2
807245,16234,1174,2
470762,22299,1359,2
1623204,17027,1573,2
1300998,20875,1557,2
131599,19508,1407,2
1972665,19041,1502,2
834854,19890,1578,2
655459,17461,1282,2
316298,19876,1342,2
482740,15347,1377,2
515271,20901,1301,2
167523,5661,688,2
1760383,21415,1320,2
718607,15500,1656,2
216531,19770,1200,2
1753286,14696,1802,2
1000788,16311,1427,2
318567,18560,1285,2
2015695,17915,1308,2
1100159,15709,1283,2
904529,17942,1217,2
561890,21279,1760,2
1736714,19145,1374,2
1439905,20440,1579,2
1101472,19465,1164,2
1022105,19562,1442,2
1953744,16549,1230,2
2064613,18065,1186,2
421589,19684,1539,2
1965716,4465,706,2
445535,20629,1261,2
584529,20399,1296,2
958399,17880,1358,2
1643625,8800,884,2
1494785,14720,1023,2
904539,17042,867,2
1353156,17330,1708,2
2088609,19613,1454,2
957036,21748,1373,2
1353153,18461,1137,2
1660198,18511,1709,2
1711423,18251,1667,2
483809,16470,1569,2
1582176,18143,1432,2
1455142,20530,1307,2
546233,19261,1788,2
970012,19377,1953,2
1401329,12221,806,2
729373,17544,1840,2
18121,21318,1411,2
396049,18983,983,2
82707,19130,1405,2
20448,21554,1379,2
1443177,6085,533,2
2027689,19660,1841,2
1672180,10350,975,2
1493476,19650,1812,2
367517,19351,1142,2
1238170,20749,1492,2
1444475,19430,1523,2
742301,18885,2275,2
1528668,18810,1400,2
1527338,19029,1208,2
1528665,21731,1945,2
1329464,20853,1613,2
1728290,17281,1355,2
380502,18449,1039,2
2070499,16565,992,2
814523,18982,1877,2
1914163,19866,2188,2
215251,19877,1390,2
1377134,22246,1682,2
1482730,19015,1705,2
56467,19045,1323,2
1112165,19429,1331,2
1504681,19272,1661,2
942816,18833,1680,2
1457794,20555,1520,2
1681929,19823,1692,2
572516,15469,1357,2
1350922,16631,1959,2
732959,18899,1375,2
114521,14492,1117,2
1316136,18561,1344,2
1790293,18752,1640,2
1061759,15884,1474,2
1151723,17985,1236,2
182619,19866,2188,2
1251137,19037,1412,2
517737,20757,1610,2
1753225,19035,1349,2
1392770,22073,1344,2
1951104,17539,1258,2
115843,19337,1470,2
1167284,19572,1562,2
1209628,19969,1651,2
1629394,17770,1337,2
903262,22074,1531,2
827800,20016,1444,2
1061778,17568,1161,2
869640,18643,1291,2
2086001,16114,1437,2
380513,20716,1314,2
1080859,17681,1204,2
1596719,18482,1078,2
307824,18553,1066,2
289513,19266,1366,2
618463,10999,1219,2
994072,19877,1342,2
1079864,19518,1205,2
1559770,20523,1346,2
1557119,21397,1538,2
637544,20629,1261,2
1443105,21516,1122,2
952202,17881,738,2
1374909,20716,1313,2
1848137,20724,1385,2
650501,18060,1131,2
1048798,17382,1402,2
982081,18236,1711,2
1557125,21958,1216,2
1546447,20657,1632,2
1092832,21889,2380,2
893388,15737,1451,2
1275173,21609,1283,2
778360,17233,1030,2
651835,19629,1928,2
254897,19355,1225,2
1685422,11866,891,2
421508,17519,1264,2
1778519,18550,1344,2
2088684,7460,592,2
864833,22607,1401,2
969097,20292,1698,2
796138,17653,867,2
1557138,20621,1495,2
1800174,18637,1747,2
137252,18607,1645,2
2070430,15469,1357,2
1632922,19337,1898,2
1659144,18198,1447,2
488651,18481,1330,2
1850479,7424,587,2
1120636,21677,1023,2
1862404,7016,740,2
777006,17056,1520,2
2044130,15541,707,2
1350988,8264,788,2
366288,15546,1140,2
716093,19171,1407,2
125285,19404,1695,2
895998,12995,1114,2
825258,21407,1683,2
1618639,5013,836,2
1359311,19866,2188,2
1036789,18736,1801,2
1349992,22140,2346,2
1023477,15500,1656,2
1208350,18069,1563,2
522249,20826,1780,2
336338,20305,1479,2
927280,16968,1204,2
1418108,19041,1502,2
814577,20972,1697,2
1108973,19652,1667,2
510274,22484,1283,2
699809,8928,878,2
1119629,17662,1795,2
1318711,19853,1527,2
1374970,15498,1544,2
1406132,15468,1357,2
336328,14258,1528,2
2045447,20223,1592,2
125263,7893,712,2
590342,19876,1342,2
1358002,21612,1410,2
209419,16989,1311,2
1318717,20633,1950,2
1362999,8051,570,2
2032130,18652,1365,2
437077,19502,1581,2
1162449,19362,1644,2
675842,19026,1383,2
1632966,18835,1076,2
465988,19508,1407,2
524889,18606,1645,2
336323,20967,1840,2
1643608,18276,1796,2
277532,17258,1896,2
868391,15505,1338,2
1584703,22487,1524,2
1517929,20263,1371,2
476635,16516,2098,2
2071714,21848,1473,2
139881,18191,1019,2
324342,17738,1770,2
1600469,11081,1429,2
108622,18536,1241,2
2019257,8120,637,2
2019254,7768,1260,2
1784467,14975,1114,2
1017662,17313,943,2
1934658,12663,1170,2
539156,20029,1273,2
186115,18726,1019,2
2008596,17705,1556,2
363928,21031,1320,2
1144531,16856,1193,2
235720,19354,1393,2
1234698,19357,1484,2
1588370,18481,1330,2
51523,17448,1448,2
939295,19407,1468,2
1284960,18579,1397,2
425037,17177,1111,2
336419,19094,1114,2
748578,19446,1335,2
1958633,22227,1435,2
438330,20292,1698,2
1717612,11588,1362,2
1908375,17444,1557,2
1004332,19226,1325,2
1259987,21088,1415,2
667374,19084,1800,2
1509530,19867,2188,2
401037,20400,1478,2
1611141,18653,1158,2
762846,18886,1726,2
1509539,19466,1135,2
187421,20983,1513,2
2007288,20716,1314,2
735230,18795,1357,2
1246650,16211,1733,2
1984949,17063,1226,2
122907,18588,1447,2
1421737,21611,1469,2
1588397,21751,1403,2
978893,17070,1723,2
679320,19029,1730,2
1463578,17116,1185,2
1295630,18601,1651,2
1487524,19661,1672,2
493160,19866,2188,2
464613,17471,1549,2
277583,20297,1147,2
1119534,21054,1344,2
1808866,20041,1114,2
1067956,16866,1124,2
146927,18643,1291,2
1601754,19562,1442,2
822936,14351,1534,2
1819576,15885,1474,2
723223,15498,1544,2
724552,20891,1400,2
1780901,17492,1517,2
1299176,20916,1269,2
313742,18885,2275,2
1547860,18481,1078,2
1092913,17836,1214,2
798854,20459,2229,2
618380,18378,1103,2
620699,19015,1705,2
1863696,19666,1508,2
1988493,18760,1298,2
1673411,18949,1669,2
1508277,15379,1625,2
74204,10869,768,2
1819564,18736,1801,2
223773,18484,1772,2
1220077,21054,1344,2
923760,20644,2123,2
1650753,18836,1076,2
1372248,18921,1811,2
1932021,19876,1342,2
849110,19984,1620,2
1475524,19272,1691,2
1885017,20220,1509,2
798869,18080,2090,2
765092,16895,1112,2
1861057,20037,1423,2
1132521,18020,1050,2
427660,20829,1380,2
1600405,18283,1235,2
1920078,15808,1544,2
1185012,20267,2004,2
753092,18757,1481,2
1819553,16510,1486,2
440632,18558,1404,2
500985,20582,1278,2
618369,17150,1804,2
1311363,10305,844,2
2007242,17310,1882,2
1091602,16730,1471,2
1779939,18719,1892,2
2049086,19452,2087,2
1563054,17660,994,2
1385557,18252,1667,2
777056,19457,1586,2
649516,18625,1122,2
1324667,16865,1286,2
162114,20224,1374,2
75552,18870,1310,2
724568,18143,1432,2
386611,17279,1736,2
1059462,19518,1205,2
620669,16895,1112,2
1960968,20741,1320,2
1452883,19651,1667,2
1271634,21836,1336,2
183920,20218,1439,2
1541685,17487,1129,2
1870869,16533,2226,2
296722,15505,1338,2
350693,19859,1685,2
1630278,18482,1375,2
1167255,21227,1628,2
1678214,15183,942,2
1606602,18201,2270,2
8129,18885,2275,2
504450,17375,1601,2
1590601,17987,1024,2
1566998,15008,1276,2
1155253,17760,1829,2
626870,19822,1692,2
834954,19939,1780,2
258464,16703,1369,2
935776,16580,1524,2
83986,18093,2346,2
1494822,20292,1698,2
2081131,16347,1579,2
359044,8799,884,2
1480070,16130,1454,2
844301,19573,2129,2
1216859,19062,1389,2
807358,19866,2188,2
1564331,18155,1178,2
199491,18536,1241,2
1096420,18451,1009,2
1867239,18044,1279,2
1216882,20400,1478,2
233174,18692,1693,2
1607917,17501,2135,2
1625707,11621,686,2
1915520,16902,1102,2
398618,15148,1638,2
360036,20333,1896,2
631340,18772,1378,2
1881509,18736,1801,2
718773,15007,1278,2
1655591,7481,419,2
1343758,16973,1204,2
122981,9168,1229,2
629023,10782,913,2
144336,18643,1291,2
1155277,21022,1749,2
295428,22015,1760,2
245129,18212,1843,2
844319,18708,1248,2
108697,15763,839,2
670911,20891,1223,2
257110,19672,1546,2
706796,19361,1582,2
669970,19335,1294,2
1870829,17726,1524,2
1156557,17966,1115,2
1426523,16806,1282,2
162188,19086,1903,2
2063333,17461,1282,2
1265839,22475,1525,2
242900,18095,1924,2
305293,20296,1147,2
1143242,17169,1886,2
2049023,8264,788,2
584558,18191,1019,2
1717660,16399,1534,2
600223,19700,1672,2
67063,16426,1006,2
1956087,18143,1432,2
947796,19475,1538,2
270128,20758,1610,2
971422,19662,1466,2
373364,18772,1378,2
1300657,17931,966,2
2037056,19263,1464,2
1155219,20355,1649,2
2025045,18935,1362,2
1294321,20201,1354,2
1265823,19328,1377,2
1953824,20821,1673,2
1095102,17208,1357,2
759250,19876,1342,2
471766,16553,1108,2
204640,18480,2380,2
656653,17060,1588,2
1015059,20292,1698,2
774876,19708,1607,2
1731980,19224,1765,2
1941845,18579,1671,2
2013094,20080,2105,2
1969388,17664,892,2
668662,18209,1481,2
1996962,16897,1385,2
1156573,18529,1511,2
2013098,14720,1023,2
706748,20220,1864,2
1565633,16554,1108,2
515169,20708,1313,2
420195,18964,1392,2
1427875,18357,1687,2
1730627,17807,1136,2
916602,17928,2055,2
1144598,14641,1099,2
1226244,18869,1310,2
198118,15839,1707,2
858902,18143,1432,2
1526067,15504,1338,2
1554984,18202,2270,2
542750,20292,1698,2
320895,19672,1320,2
1968047,8733,1053,2
748592,18070,1563,2
668651,18869,1310,2
1994315,19519,1855,2
1004399,19614,1454,2
1396298,20321,1451,2
541401,15166,1076,2
133653,19041,1502,2
1240525,18775,1280,2
1984991,18842,1173,2
171900,17784,1471,2
119370,19722,1318,2
1970360,18488,1498,2
1263214,18167,943,2
331659,19067,1265,2
624187,18179,943,2
1001992,19700,1672,2
1723510,19187,953,2
203344,19745,1553,2
674451,19436,1578,2
755768,20297,1147,2
509187,13178,1251,2
1554806,20192,2024,2
269197,18985,1169,2
1495984,21405,1785,2
1481568,20877,1711,2
242951,16311,1427,2
1668820,19768,1381,2
1300737,20566,1531,2
855159,18810,1400,2
1227589,20892,1223,2
984542,7122,854,2
685104,15165,1076,2
1193497,20874,1498,2
1176935,17198,903,2
1492009,19076,1348,2
1010003,20712,1063,2
2075410,19652,1281,2
882743,19701,1672,2
1251229,19244,1331,2
170550,19689,1590,2
1878090,20994,1158,2
1181497,16244,935,2
510196,17258,1896,2
68537,18017,941,2
445691,17900,1365,2
766410,19701,1672,2
170586,19866,2188,2
1336706,18405,2245,2
1037938,7490,480,2
1545067,20708,1313,2
458971,18502,1606,2
1516513,17385,1367,2
730487,17208,1357,2
1137349,17198,903,2
1240560,18570,1622,2
45840,17444,1557,2
1151635,17025,1354,2
1656838,21752,1403,2
2064706,20582,1278,2
2040759,22272,1770,2
547435,19641,1388,2
1089191,21848,1473,2
94846,20967,1840,2
1596636,19689,1590,2
1390240,20058,1573,2
318643,15007,1152,2
916428,19412,1622,2
420330,17522,1218,2
1700834,16070,1398,2
2052720,18789,1529,2
457620,17971,1545,2
1155184,17816,1390,2
1617273,17505,1305,2
434962,18217,1656,2
266949,18568,1487,2
1000618,20355,1649,2
558149,15496,1255,2
127728,20845,1117,2
1766662,19458,1586,2
1966966,19640,830,2
1528551,20459,2229,2
1617284,20045,2109,2
573722,20333,1896,2
687781,21683,1326,2
420345,19084,1800,2
522186,19212,1134,2
1529852,19296,1066,2
1681812,19688,1590,2
843142,16213,1278,2
1595318,21176,1983,2
731757,19061,1389,2
1330549,19041,1502,2
984561,20016,1615,2
1712829,17871,1930,2
855137,20061,1961,2
1317574,19262,1788,2
1527205,15435,1430,2
320947,19859,1651,2
504300,18592,2107,2
1826870,22173,1772,2
1455231,19435,1578,2
1697381,21707,1528,2
1012604,20918,1580,2
1772512,18911,1950,2
1080738,20292,1698,2
1760535,16549,1230,2
1964353,19421,1962,2
1468523,17924,1358,2
152738,19450,1463,2
1807704,16309,1508,2
995292,21322,1537,2
1173017,20874,1498,2
1635041,11795,1292,2
1952366,10927,1014,2
1329545,18736,1801,2
1198310,17547,1149,2
712639,6597,778,2
99649,19876,1342,2
1649682,17855,1230,2
1185003,18772,1378,2
1133806,20457,1512,2
1926066,15145,1693,2
391338,21343,2298,2
99641,14971,1297,2
1748887,3602,385,2
605020,16600,1136,2
1547652,19130,2021,2
1347428,20757,1610,2
1210755,19174,1294,2
2071898,18102,1245,2
2044279,13809,889,2
1561994,18257,1526,2
1221432,18497,1332,2
353069,20723,1605,2
1748876,18939,1495,2
903174,17585,1023,2
1573983,21593,1586,2
800018,21752,1403,2
800016,20712,1063,2
1887849,18107,1053,2
57806,15594,1653,2
476784,17881,738,2
1952341,17210,1787,2
1234713,16249,1883,2
777133,19453,2087,2
73058,20353,1748,2
2003777,7489,480,2
392647,19690,1557,2
2015749,19748,1470,2
591590,17966,1115,2
1306895,19866,2188,2
176710,19614,1387,2
679297,16211,1733,2
